generation,genome,fitness,complete_lines,aggregate_height,holes,bumpiness
6,16,50740,0.597,-0.438,-0.6,-0.241
6,17,50740,0.416,-0.822,-0.9,-0.401
6,18,50880,0.396,-0.762,-0.9,-0.342
6,19,51280,0.597,-0.472,-0.8,-0.282
6,20,51280,0.43,-0.823,-0.8,-0.364
6,21,51280,0.576,-0.464,-0.8,-0.263
6,22,51280,0.804,0.165,-0.8,-0.088
6,23,51340,0.405,-0.91,-0.8,-0.476
6,24,51400,0.754,-0.114,-0.8,-0.131
6,25,51400,0.761,-0.01,-0.6,-0.09
6,26,51480,0.513,-0.622,-0.9,-0.299
6,27,51480,0.443,-0.845,-0.7,-0.501
6,28,51540,0.419,-0.827,-0.8,-0.422
6,29,51540,0.588,-0.498,-0.8,-0.253
6,30,51680,0.588,-0.513,-0.8,-0.209
6,31,51740,0.625,-0.394,-0.8,-0.294
6,32,51740,0.511,-0.666,-0.8,-0.329
6,33,51800,0.588,-0.498,-0.8,-0.253
6,34,51880,0.438,-0.736,-0.6,-0.456
6,35,52080,0.638,-0.396,-0.8,-0.189
6,36,52080,0.512,-0.665,-0.8,-0.342
6,37,52140,0.399,-0.865,-0.9,-0.391
6,38,52140,0.426,-0.819,-0.8,-0.324
6,39,52540,0.611,-0.46,-0.8,-0.299
6,40,52540,0.487,-0.576,-0.8,-0.27
6,41,52540,0.475,-0.824,-0.8,-0.357
6,42,52800,0.463,-0.781,-0.7,-0.339
6,43,53000,0.42,-0.779,-0.7,-0.426
6,44,53080,0.47,-0.805,-0.8,-0.353
6,45,53140,0.356,-0.896,-0.7,-0.439
6,46,53340,0.426,-0.874,-0.7,-0.347
6,47,53400,0.415,-0.821,-0.8,-0.356
6,48,53540,0.581,-0.449,-0.8,-0.258
6,49,53680,0.407,-0.868,-0.8,-0.343
6,50,53740,0.577,-0.454,-0.7,-0.218
6,51,53800,0.431,-0.89,-0.7,-0.37
6,52,53880,0.619,-0.443,-0.8,-0.237
6,53,54140,0.411,-0.87,-0.9,-0.397
6,54,54280,0.617,-0.409,-0.8,-0.271
6,55,54280,0.389,-0.836,-0.8,-0.336
6,56,54340,0.422,-0.86,-0.8,-0.502
6,57,54480,0.401,-0.823,-0.9,-0.397
6,58,54680,0.474,-0.837,-0.9,-0.312
6,59,54880,0.505,-0.731,-0.8,-0.326
6,60,55080,0.423,-0.967,-0.889,-0.511
6,61,55140,0.407,-0.902,-0.9,-0.408
6,62,55280,0.435,-0.828,-0.8,-0.407
6,63,55480,0.603,-0.418,-0.8,-0.307
6,64,55480,0.598,-0.463,-0.8,-0.266
6,65,55740,0.511,-0.666,-0.8,-0.329
6,66,55800,0.43,-0.877,-0.7,-0.37
6,67,55880,0.596,-0.479,-0.7,-0.291
6,68,55880,0.441,-0.837,-0.7,-0.448
6,69,55940,0.443,-0.864,-0.7,-0.32
6,70,56340,0.459,-0.871,-0.8,-0.347
6,71,56680,0.486,-0.645,-0.7,-0.341
6,72,56940,0.435,-0.828,-0.8,-0.407
6,73,57000,0.44,-0.809,-0.8,-0.282
6,74,57080,0.412,-0.764,-0.8,-0.304
6,75,57400,0.485,-0.916,-0.824,-0.283
6,76,57880,0.45,-0.792,-0.8,-0.369
6,77,58400,0.391,-0.788,-0.9,-0.35
6,78,59400,0.425,-0.894,-0.7,-0.337
6,79,60480,0.418,-0.919,-0.7,-0.289
6,80,60680,0.452,-0.835,-0.8,-0.372
6,81,60940,0.395,-0.7,-0.8,-0.281
6,82,61540,0.436,-0.895,-0.9,-0.351
6,83,62080,0.436,-0.786,-0.7,-0.43
6,84,62740,0.588,-0.436,-0.8,-0.275
6,85,62880,0.509,-0.656,-0.8,-0.357
6,86,62940,0.393,-0.811,-0.9,-0.395
6,87,63140,0.407,-0.868,-0.8,-0.343
6,88,63480,0.508,-0.55,-0.8,-0.287
6,89,63740,0.581,-0.358,-0.9,-0.265
6,90,64080,0.517,-0.666,-0.8,-0.304
6,91,64100,0.511,-0.698,-0.8,-0.315
6,92,64280,0.419,-0.826,-0.8,-0.402
6,93,64480,0.514,-0.675,-0.7,-0.291
6,94,64680,0.345,-0.856,-0.7,-0.35
6,95,65480,0.406,-0.919,-0.8,-0.387
6,96,66740,0.401,-0.811,-0.8,-0.335
6,97,66880,0.461,-0.743,-0.9,-0.347
6,98,67400,0.446,-0.812,-0.8,-0.337
6,99,69800,0.388,-0.874,-0.9,-0.418
6,100,83140,0.598,-0.446,-0.8,-0.316
7,1,12600,-0.078,-0.855,-0.8,-0.319
7,2,19000,0.422,-0.86,-0.8,-0.502
7,3,24600,0.412,-0.764,-0.8,-0.304
7,4,33200,0.598,-0.463,-0.8,-0.266
7,5,34000,0.399,-0.83,-0.8,-0.346
7,6,41800,0.405,-0.883,-0.8,-0.381
7,7,46100,0.517,-0.666,-0.8,-0.304
7,8,49280,0.419,-0.826,-0.8,-0.402
7,9,49680,0.477,-0.741,-0.8,-0.4
7,10,50280,0.596,-0.479,-0.7,-0.291
7,11,50480,0.441,-0.837,-0.7,-0.448
7,12,50480,0.483,-0.672,-0.9,-0.369
7,13,50500,0.51,-0.624,-0.8,-0.301
7,14,50540,0.405,-0.864,-0.8,-0.343
7,15,50740,0.511,-0.698,-0.8,-0.315
7,16,50880,0.436,-0.786,-0.7,-0.43
7,17,50880,0.453,-0.684,-0.8,-0.312
7,18,51140,0.469,-0.744,-0.8,-0.391
7,19,51140,0.45,-0.774,-0.9,-0.363
7,20,51280,0.481,-0.741,-0.8,-0.321
7,21,51280,0.509,-0.656,-0.8,-0.357
7,22,51280,0.514,-0.675,-0.7,-0.291
7,23,51480,0.486,-0.645,-0.7,-0.341
7,24,51480,0.489,-0.59,-0.8,-0.301
7,25,51540,0.438,-0.818,-0.8,-0.344
7,26,51600,0.619,-0.443,-0.8,-0.237
7,27,51740,0.47,-0.772,-0.8,-0.401
7,28,51740,0.418,-0.856,-0.9,-0.397
7,29,51880,0.513,-0.654,-0.8,-0.347
7,30,51880,0.502,-0.641,-0.8,-0.363
7,31,52080,0.423,-0.967,-0.889,-0.511
7,32,52140,0.588,-0.436,-0.8,-0.275
7,33,52280,0.435,-0.804,-0.9,-0.345
7,34,52480,0.45,-0.792,-0.8,-0.369
7,35,52480,0.435,-0.828,-0.8,-0.407
7,36,52540,0.461,-0.743,-0.9,-0.347
7,37,52740,0.488,-0.705,-0.9,-0.326
7,38,52880,0.449,-0.823,-0.8,-0.354
7,39,52940,0.511,-0.666,-0.8,-0.329
7,40,52940,0.435,-0.828,-0.8,-0.407
7,41,53080,0.411,-0.87,-0.9,-0.397
7,42,53080,0.472,-0.667,-0.8,-0.358
7,43,53080,0.44,-0.809,-0.8,-0.282
7,44,53080,0.436,-0.895,-0.9,-0.351
7,45,53140,0.431,-0.89,-0.7,-0.37
7,46,53200,0.52,-0.612,-0.8,-0.353
7,47,53280,0.487,-0.625,-0.8,-0.331
7,48,53340,0.522,-0.575,-0.8,-0.311
7,49,53340,0.474,-0.837,-0.9,-0.312
7,50,53480,0.369,-0.78,-0.7,-0.317
7,51,53480,0.4,-0.866,-0.8,-0.391
7,52,53680,0.425,-0.894,-0.7,-0.337
7,53,53680,0.394,-0.843,-0.9,-0.377
7,54,53680,0.393,-0.811,-0.9,-0.395
7,55,53940,0.45,-0.774,-0.9,-0.363
7,56,53940,0.447,-0.79,-0.9,-0.369
7,57,54340,0.433,-0.801,-0.8,-0.339
7,58,54340,0.439,-0.805,-0.8,-0.282
7,59,54740,0.452,-0.835,-0.8,-0.372
7,60,54940,0.427,-0.839,-0.8,-0.34
7,61,55140,0.485,-0.916,-0.824,-0.283
7,62,55140,0.598,-0.446,-0.8,-0.316
7,63,55280,0.617,-0.409,-0.8,-0.271
7,64,55280,0.443,-0.864,-0.7,-0.32
7,65,55400,0.428,-0.777,-0.7,-0.333
7,66,55540,0.454,-0.741,-0.8,-0.332
7,67,55740,0.446,-0.812,-0.8,-0.337
7,68,55940,0.406,-0.919,-0.8,-0.387
7,69,56340,0.484,-0.701,-0.9,-0.352
7,70,56400,0.399,-0.857,-0.8,-0.37
7,71,56540,0.514,-0.682,-0.8,-0.31
7,72,57200,0.459,-0.871,-0.8,-0.347
7,73,57340,0.345,-0.856,-0.7,-0.35
7,74,59140,0.407,-0.868,-0.8,-0.343
7,75,60680,0.497,-0.653,-0.8,-0.309
7,76,60740,0.458,-0.81,-0.8,-0.351
7,77,61280,0.43,-0.877,-0.7,-0.37
7,78,61280,0.41,-0.842,-0.8,-0.383
7,79,61540,0.439,-0.805,-0.8,-0.282
7,80,62680,0.401,-0.811,-0.8,-0.335
7,81,62800,0.462,-0.766,-0.8,-0.323
7,82,63480,0.394,-0.843,-0.9,-0.377
7,83,63540,0.411,-0.833,-0.8,-0.424
7,84,63680,0.521,-0.632,-0.8,-0.323
7,85,63940,0.401,-0.823,-0.9,-0.397
7,86,63940,0.508,-0.55,-0.8,-0.287
7,87,64080,0.406,-0.819,-0.8,-0.399
7,88,64140,0.603,-0.418,-0.8,-0.307
7,89,64680,0.483,-0.667,-0.9,-0.35
7,90,64940,0.395,-0.7,-0.8,-0.281
7,91,65540,0.49,-0.624,-0.9,-0.335
7,92,65740,0.418,-0.919,-0.7,-0.289
7,93,66740,0.581,-0.358,-0.9,-0.265
7,94,66900,0.389,-0.836,-0.8,-0.336
7,95,67880,0.516,-0.62,-0.8,-0.337
7,96,69740,0.391,-0.788,-0.9,-0.35
7,97,74340,0.416,-0.844,-0.9,-0.378
7,98,76480,0.505,-0.731,-0.8,-0.326
7,99,88900,0.388,-0.874,-0.9,-0.418
7,100,89000,0.407,-0.902,-0.9,-0.408
8,1,0,0.453,-0.737,-0.8,0.535
8,2,4200,0.396,-0.85,-0.9,-0.374
8,3,5600,0.505,-1.544,-0.8,-0.353
8,4,9200,0.421,-0.836,-0.8,-0.328
8,5,11000,0.408,-0.83,-0.8,-0.391
8,6,15800,0.439,-0.844,-0.7,-0.306
8,7,46040,0.389,-0.836,-0.8,-0.336
8,8,50140,0.406,-0.822,-0.8,-0.38
8,9,50280,0.406,-0.919,-0.8,-0.387
8,10,50940,0.509,-0.606,-0.8,-0.315
8,11,51140,0.463,-0.717,-0.8,-0.367
8,12,51140,0.433,-0.801,-0.8,-0.339
8,13,51340,0.4,-0.866,-0.8,-0.391
8,14,51480,0.416,-0.844,-0.9,-0.378
8,15,51480,0.417,-0.879,-0.8,-0.336
8,16,51540,0.514,-0.682,-0.8,-0.31
8,17,51540,0.454,-0.741,-0.8,-0.332
8,18,51680,0.462,-0.752,-0.9,-0.318
8,19,51880,0.478,-0.683,-0.9,-0.371
8,20,51940,0.401,-0.811,-0.8,-0.335
8,21,52080,0.558,-0.522,-0.8,-0.322
8,22,52140,0.456,-0.739,-0.8,-0.343
8,23,52140,0.428,-0.777,-0.7,-0.333
8,24,52140,0.415,-0.799,-0.9,-0.344
8,25,52280,0.394,-0.843,-0.9,-0.377
8,26,52340,0.462,-0.766,-0.8,-0.323
8,27,52480,0.41,-0.872,-0.8,-0.342
8,28,52540,0.345,-0.856,-0.7,-0.35
8,29,52540,0.446,-0.715,-0.9,-0.335
8,30,52540,0.439,-0.805,-0.8,-0.282
8,31,52680,0.427,-0.839,-0.8,-0.34
8,32,53080,0.388,-0.874,-0.9,-0.418
8,33,53140,0.495,-0.702,-0.8,-0.337
8,34,53200,0.426,-0.778,-0.8,-0.334
8,35,53280,0.484,-0.701,-0.9,-0.352
8,36,53340,0.397,-0.828,-0.8,-0.367
8,37,53400,0.443,-0.864,-0.7,-0.32
8,38,53680,0.453,-0.759,-0.8,-0.326
8,39,53940,0.452,-0.835,-0.8,-0.372
8,40,54080,0.411,-0.833,-0.8,-0.424
8,41,54140,0.452,-0.823,-0.9,-0.37
8,42,54140,0.457,-0.807,-0.8,-0.34
8,43,54280,0.425,-0.894,-0.7,-0.337
8,44,54280,0.396,-0.805,-0.9,-0.372
8,45,54340,0.41,-0.842,-0.8,-0.383
8,46,54340,0.401,-0.823,-0.9,-0.397
8,47,54680,0.541,-0.498,-0.9,-0.286
8,48,54680,0.483,-0.667,-0.9,-0.35
8,49,54880,0.497,-0.653,-0.8,-0.309
8,50,54940,0.476,-0.752,-0.8,-0.346
8,51,55080,0.418,-0.919,-0.7,-0.289
8,52,55140,0.399,-0.874,-0.9,-0.377
8,53,55140,0.45,-0.774,-0.9,-0.363
8,54,55480,0.516,-0.62,-0.8,-0.337
8,55,55600,0.406,-0.828,-0.9,-0.41
8,56,55680,0.505,-0.731,-0.8,-0.326
8,57,55740,0.407,-0.902,-0.9,-0.408
8,58,55740,0.447,-0.79,-0.9,-0.369
8,59,56080,0.399,-0.857,-0.8,-0.37
8,60,56540,0.494,-0.614,-0.9,-0.325
8,61,56740,0.485,-0.916,-0.824,-0.283
8,62,56800,0.521,-0.632,-0.8,-0.323
8,63,57280,0.465,-0.818,-0.8,-0.309
8,64,57680,0.393,-0.811,-0.9,-0.395
8,65,57940,0.406,-0.819,-0.8,-0.399
8,66,58600,0.453,-0.737,-0.8,-0.33
8,67,58740,0.581,-0.358,-0.9,-0.265
8,68,59140,0.495,-0.702,-0.8,-0.337
8,69,59400,0.533,-0.51,-0.9,-0.307
8,70,60280,0.603,-0.418,-0.8,-0.307
8,71,61000,0.43,-0.877,-0.7,-0.37
8,72,62080,0.396,-0.799,-0.9,-0.343
8,73,62740,0.399,-0.874,-0.9,-0.377
8,74,62880,0.472,-0.763,-0.9,-0.349
8,75,62880,0.598,-0.446,-0.8,-0.316
8,76,63540,0.471,-0.736,-0.9,-0.35
8,77,64340,0.439,-0.684,-0.8,-0.315
8,78,64480,0.394,-0.843,-0.9,-0.377
8,79,64740,0.416,-0.892,-0.8,-0.393
8,80,65080,0.458,-0.81,-0.8,-0.351
8,81,65340,0.398,-0.846,-0.9,-0.366
8,82,65740,0.507,-0.636,-0.8,-0.324
8,83,65940,0.508,-0.55,-0.8,-0.287
8,84,66140,0.443,-0.764,-0.9,-0.383
8,85,66540,0.439,-0.844,-0.7,-0.306
8,86,66680,0.407,-0.868,-0.8,-0.343
8,87,67140,0.396,-0.851,-0.9,-0.41
8,88,67280,0.397,-0.828,-0.8,-0.367
8,89,67840,0.395,-0.7,-0.8,-0.281
8,90,68340,0.459,-0.871,-0.8,-0.347
8,91,69940,0.437,-0.824,-0.9,-0.386
8,92,70880,0.391,-0.788,-0.9,-0.35
8,93,71480,0.512,-0.686,-0.8,-0.325
8,94,73340,0.407,-0.809,-0.8,-0.335
8,95,75680,0.435,-0.815,-0.8,-0.333
8,96,76080,0.446,-0.812,-0.8,-0.337
8,97,76280,0.49,-0.624,-0.9,-0.335
8,98,82340,0.617,-0.409,-0.8,-0.271
8,99,88340,0.401,-0.817,-0.9,-0.366
8,100,95740,0.439,-0.805,-0.8,-0.282
9,1,2600,0.396,-0.845,-0.9,-0.371
9,2,23800,0.423,-0.786,0.2,-0.35
9,3,23800,0.398,-0.846,-0.9,-0.366
9,4,31200,0.448,-0.79,-0.8,-0.34
9,5,34400,0.478,-0.751,-0.8,-0.331
9,6,40600,0.433,-0.804,-0.9,-0.363
9,7,48940,0.49,-0.624,-0.9,-0.335
9,8,49400,0.399,-0.235,-0.8,-0.342
9,9,50280,0.486,-0.681,-0.8,-0.316
9,10,50340,0.482,-0.692,-0.9,-0.338
9,11,50340,0.417,-0.761,-0.9,-0.345
9,12,50600,0.525,-0.567,-0.9,-0.308
9,13,50740,0.512,-0.686,-0.8,-0.325
9,14,50880,0.418,-0.919,-0.7,-0.289
9,15,51280,0.454,-0.727,-0.8,-0.33
9,16,51340,0.406,-0.828,-0.9,-0.41
9,17,51540,0.394,-0.751,-0.8,-0.333
9,18,51680,0.533,-0.51,-0.9,-0.307
9,19,52140,0.45,-0.774,-0.9,-0.363
9,20,52140,0.439,-0.684,-0.8,-0.315
9,21,52200,0.472,-0.763,-0.9,-0.349
9,22,52280,0.396,-0.799,-0.9,-0.343
9,23,52280,0.412,-0.863,-0.8,-0.391
9,24,52340,0.407,-0.902,-0.9,-0.408
9,25,52540,0.441,-0.813,-0.8,-0.335
9,26,52680,0.418,-0.829,-0.8,-0.348
9,27,52740,0.603,-0.418,-0.8,-0.307
9,28,52880,0.393,-0.811,-0.9,-0.395
9,29,52940,0.508,-0.55,-0.8,-0.287
9,30,52940,0.505,-0.731,-0.8,-0.326
9,31,53080,0.416,-0.892,-0.8,-0.393
9,32,53280,0.459,-0.871,-0.8,-0.347
9,33,53280,0.446,-0.812,-0.8,-0.337
9,34,53340,0.43,-0.877,-0.7,-0.37
9,35,53340,0.421,-0.811,-0.8,-0.322
9,36,53480,0.507,-0.636,-0.8,-0.324
9,37,53540,0.466,-0.784,-0.8,-0.357
9,38,53540,0.399,-0.874,-0.9,-0.377
9,39,53540,0.569,-0.472,-0.8,-0.278
9,40,53680,0.581,-0.358,-0.9,-0.265
9,41,53880,0.521,-0.632,-0.8,-0.323
9,42,54280,0.495,-0.702,-0.8,-0.337
9,43,54280,0.447,-0.79,-0.9,-0.369
9,44,54340,0.441,-0.813,-0.8,-0.335
9,45,54340,0.397,-0.837,-0.8,-0.367
9,46,54400,0.401,-0.783,-0.8,-0.312
9,47,54540,0.439,-0.844,-0.7,-0.306
9,48,54940,0.395,-0.7,-0.8,-0.281
9,49,54940,0.512,-0.584,-0.8,-0.308
9,50,54940,0.419,-0.845,-0.8,-0.336
9,51,55140,0.395,-0.821,-0.9,-0.36
9,52,55280,0.47,-0.754,-0.8,-0.3
9,53,55480,0.399,-0.857,-0.8,-0.37
9,54,56080,0.598,-0.446,-0.8,-0.316
9,55,56200,0.396,-0.851,-0.9,-0.41
9,56,56280,0.502,-0.64,-0.9,-0.329
9,57,56400,0.404,-0.813,-0.9,-0.352
9,58,56540,0.485,-0.916,-0.824,-0.283
9,59,57280,0.511,-0.629,-0.8,-0.33
9,60,57600,0.439,-0.765,-0.7,-0.31
9,61,57680,0.451,-0.758,-0.9,-0.348
9,62,57740,0.453,-0.737,-0.8,-0.33
9,63,58080,0.432,-0.839,-0.8,-0.341
9,64,58340,0.391,-0.788,-0.9,-0.35
9,65,58740,0.417,-0.816,-0.9,-0.351
9,66,59080,0.509,-0.648,-0.8,-0.325
9,67,60600,0.526,-0.659,-0.8,-0.328
9,68,61480,0.46,-0.729,-0.8,-0.33
9,69,61800,0.443,-0.764,-0.9,-0.383
9,70,62140,0.496,-0.65,-0.9,-0.341
9,71,62280,0.469,-0.692,-0.8,-0.312
9,72,62340,0.471,-0.736,-0.9,-0.35
9,73,62480,0.617,-0.409,-0.8,-0.271
9,74,62540,0.399,-0.874,-0.9,-0.377
9,75,62600,0.443,-0.827,-0.8,-0.323
9,76,62800,0.568,-0.538,-0.8,-0.296
9,77,62880,0.437,-0.824,-0.9,-0.386
9,78,63140,0.451,-0.818,-0.8,-0.365
9,79,63480,0.447,-0.673,-0.9,-0.32
9,80,63640,0.451,-0.818,-0.8,-0.365
9,81,63940,0.439,-0.805,-0.8,-0.282
9,82,64000,0.394,-0.843,-0.9,-0.377
9,83,64040,0.452,-0.811,-0.8,-0.343
9,84,64080,0.401,-0.817,-0.9,-0.366
9,85,65080,0.406,-0.819,-0.8,-0.399
9,86,65280,0.423,-0.82,-0.8,-0.351
9,87,65680,0.425,-0.814,-0.9,-0.36
9,88,65740,0.402,-0.848,-0.8,-0.355
9,89,65940,0.467,-0.736,-0.8,-0.299
9,90,66940,0.401,-0.783,-0.8,-0.312
9,91,67000,0.407,-0.809,-0.8,-0.335
9,92,67540,0.458,-0.81,-0.8,-0.351
9,93,67940,0.451,-0.702,-0.9,-0.349
9,94,68040,0.426,-0.841,-0.9,-0.358
9,95,69140,0.407,-0.868,-0.8,-0.343
9,96,69280,0.397,-0.828,-0.8,-0.367
9,97,69880,0.494,-0.614,-0.9,-0.325
9,98,72940,0.465,-0.818,-0.8,-0.309
9,99,75280,0.435,-0.815,-0.8,-0.333
9,100,76640,0.516,-0.62,-0.8,-0.337
10,1,1400,0.453,-0.737,-0.8,-0.33
10,2,7600,0.439,-0.805,-0.8,-0.282
10,3,16400,0.465,-0.735,-0.9,-0.343
10,4,27600,0.397,-0.828,-0.8,-0.367
10,5,35000,0.404,-0.813,-0.8,-0.35
10,6,36800,0.451,-0.818,-0.8,-0.365
10,7,50480,0.526,-0.659,-0.8,-0.328
10,8,50480,0.424,-0.818,-0.8,-0.329
10,9,50740,0.469,-0.692,-0.8,-0.312
10,10,50940,0.443,-0.764,-0.9,-0.383
10,11,51080,0.462,-0.814,-0.8,-0.329
10,12,51140,0.452,-0.712,-0.8,-0.32
10,13,51540,0.451,-0.758,-0.9,-0.348
10,14,51740,0.502,-0.64,-0.9,-0.329
10,15,51880,0.391,-0.788,-0.9,-0.35
10,16,52080,0.617,-0.409,-0.8,-0.271
10,17,52340,0.459,-0.719,-0.9,-0.324
10,18,52480,0.399,-0.857,-0.8,-0.37
10,19,52540,0.46,-0.729,-0.8,-0.33
10,20,52680,0.415,-0.777,-0.8,-0.33
10,21,52680,0.451,-0.818,-0.8,-0.365
10,22,52880,0.445,-0.817,-0.8,-0.364
10,23,52880,0.425,-0.814,-0.9,-0.36
10,24,52940,0.467,-0.736,-0.8,-0.299
10,25,53080,0.516,-0.62,-0.8,-0.337
10,26,53140,0.451,-0.709,-0.9,-0.33
10,27,53140,0.452,-0.811,-0.8,-0.343
10,28,53680,0.401,-0.783,-0.8,-0.312
10,29,53740,0.399,-0.874,-0.9,-0.377
10,30,53880,0.464,-0.738,-0.8,-0.34
10,31,53940,0.395,-0.821,-0.9,-0.36
10,32,53940,0.509,-0.618,-0.8,-0.336
10,33,53940,0.432,-0.839,-0.8,-0.341
10,34,54080,0.437,-0.824,-0.9,-0.386
10,35,54080,0.429,-0.759,-0.9,-0.373
10,36,54080,0.399,-0.823,-0.8,-0.367
10,37,54280,0.43,-0.813,-0.8,-0.358
10,38,54340,0.429,-0.817,-0.8,-0.341
10,39,54340,0.401,-0.817,-0.9,-0.366
10,40,54340,0.451,-0.702,-0.9,-0.349
10,41,54680,0.47,-0.754,-0.8,-0.3
10,42,54680,0.494,-0.614,-0.9,-0.325
10,43,54680,0.458,-0.754,-0.9,-0.353
10,44,54940,0.414,-0.844,-0.9,-0.357
10,45,54940,0.426,-0.841,-0.9,-0.358
10,46,55000,0.598,-0.446,-0.8,-0.316
10,47,55080,0.439,-0.765,-0.7,-0.31
10,48,55140,0.463,-0.718,-0.8,-0.329
10,49,55400,0.402,-0.848,-0.8,-0.355
10,50,55740,0.426,-0.747,-0.8,-0.36
10,51,56000,0.432,-0.839,-0.8,-0.347
10,52,56080,0.407,-0.809,-0.8,-0.335
10,53,56140,0.443,-0.827,-0.8,-0.323
10,54,56140,0.452,-0.814,-0.8,-0.354
10,55,56480,0.471,-0.743,-0.8,-0.333
10,56,56540,0.417,-0.821,-0.8,-0.349
10,57,57140,0.394,-0.843,-0.9,-0.377
10,58,57140,0.462,-0.814,-0.8,-0.329
10,59,57140,0.459,-0.815,-0.8,-0.325
10,60,58740,0.427,-0.819,-0.8,-0.359
10,61,59140,0.446,-0.775,-0.8,-0.329
10,62,59880,0.417,-0.816,-0.9,-0.351
10,63,60340,0.435,-0.818,-0.8,-0.336
10,64,60880,0.476,-0.717,-0.8,-0.335
10,65,60940,0.445,-0.778,-0.8,-0.325
10,66,61680,0.483,-0.713,-0.8,-0.331
10,67,62000,0.426,-0.797,-0.8,-0.327
10,68,62280,0.479,-0.718,-0.8,-0.317
10,69,62880,0.436,-0.745,-0.9,-0.34
10,70,63080,0.479,-0.718,-0.8,-0.317
10,71,63280,0.453,-0.812,-0.8,-0.296
10,72,63680,0.509,-0.648,-0.8,-0.325
10,73,63740,0.485,-0.916,-0.824,-0.283
10,74,63880,0.465,-0.818,-0.8,-0.309
10,75,63880,0.471,-0.736,-0.9,-0.35
10,76,63940,0.476,-0.717,-0.8,-0.335
10,77,64000,0.568,-0.538,-0.8,-0.296
10,78,64080,0.407,-0.868,-0.8,-0.343
10,79,64140,0.416,-0.842,-0.8,-0.351
10,80,64280,0.404,-0.813,-0.9,-0.352
10,81,64400,0.506,-0.617,-0.8,-0.331
10,82,64480,0.426,-0.83,-0.8,-0.374
10,83,64480,0.422,-0.822,-0.9,-0.345
10,84,64540,0.435,-0.815,-0.8,-0.333
10,85,64880,0.422,-0.838,-0.8,-0.339
10,86,64940,0.396,-0.851,-0.9,-0.41
10,87,64940,0.511,-0.629,-0.8,-0.33
10,88,65280,0.496,-0.65,-0.9,-0.341
10,89,66080,0.446,-0.816,-0.8,-0.333
10,90,66140,0.447,-0.673,-0.9,-0.32
10,91,67200,0.4,-0.831,-0.8,-0.388
10,92,67880,0.455,-0.822,-0.8,-0.315
10,93,68740,0.398,-0.846,-0.8,-0.366
10,94,71280,0.429,-0.786,-0.8,-0.346
10,95,73140,0.423,-0.82,-0.8,-0.351
10,96,73240,0.446,-0.829,-0.8,-0.333
10,97,73600,0.488,-0.74,-0.8,-0.347
10,98,73900,0.399,-0.838,-0.8,-0.361
10,99,74400,0.406,-0.819,-0.8,-0.399
10,100,74480,0.458,-0.81,-0.8,-0.351
11,1,13800,0.446,-0.829,-0.8,-0.333
11,2,26200,0.426,-0.83,-0.8,-0.374
11,3,28800,0.399,-0.835,-0.8,-0.374
11,4,37600,0.479,-0.718,-0.8,-0.317
11,5,39600,0.476,-0.717,-0.8,-0.335
11,6,40800,0.442,-0.804,-0.8,-0.331
11,7,43800,0.429,-0.824,-0.8,-0.356
11,8,49680,0.424,-0.83,-0.8,-0.332
11,9,49880,0.457,-0.816,-0.8,-0.334
11,10,49880,0.457,-0.816,-0.8,-0.334
11,11,49940,0.496,-0.766,-0.8,-0.307
11,12,50340,0.471,-0.736,-0.9,-0.35
11,13,50480,0.394,-0.843,-0.9,-0.377
11,14,50540,0.469,-0.711,-0.8,-0.329
11,15,51080,0.472,-0.779,-0.8,-0.332
