generation,genome,fitness,complete_lines,aggregate_height,holes,bumpiness
11,16,51400,0.398,-0.846,-0.8,-0.366
11,17,51480,0.457,-0.742,-0.8,-0.337
11,18,51480,0.452,-0.814,-0.8,-0.354
11,19,51480,0.399,-0.838,-0.8,-0.361
11,20,51680,0.465,-0.818,-0.8,-0.309
11,21,52000,0.453,-0.812,-0.8,-0.296
11,22,52080,0.568,-0.538,-0.8,-0.296
11,23,52080,0.447,-0.781,-0.8,-0.334
11,24,52200,0.412,-0.834,-0.8,-0.367
11,25,52340,0.426,-0.823,-0.8,-0.336
11,26,52400,0.425,-0.815,-0.8,-0.342
11,27,52480,0.459,-0.815,-0.8,-0.325
11,28,52540,0.411,-0.827,-0.8,-0.367
11,29,52540,0.501,-0.677,-0.8,-0.315
11,30,52740,0.447,-0.78,-0.8,-0.373
11,31,52880,0.449,-0.774,-0.8,-0.349
11,32,52940,0.413,-0.818,-0.9,-0.348
11,33,52940,0.4,-0.831,-0.8,-0.388
11,34,53140,0.511,-0.629,-0.8,-0.33
11,35,53280,0.429,-0.824,-0.8,-0.356
11,36,53540,0.426,-0.814,-0.8,-0.351
11,37,53680,0.506,-0.617,-0.8,-0.331
11,38,53680,0.446,-0.755,-0.8,-0.327
11,39,53880,0.501,-0.634,-0.9,-0.336
11,40,54140,0.476,-0.717,-0.8,-0.335
11,41,54280,0.446,-0.816,-0.8,-0.333
11,42,54280,0.435,-0.818,-0.8,-0.336
11,43,54280,0.483,-0.713,-0.8,-0.331
11,44,54340,0.432,-0.839,-0.8,-0.347
11,45,54340,0.416,-0.842,-0.8,-0.351
11,46,54340,0.447,-0.673,-0.9,-0.32
11,47,54340,0.422,-0.838,-0.8,-0.339
11,48,54480,0.458,-0.81,-0.8,-0.351
11,49,54680,0.449,-0.774,-0.8,-0.349
11,50,54680,0.455,-0.822,-0.8,-0.315
11,51,54740,0.449,-0.735,-0.8,-0.347
11,52,54740,0.407,-0.809,-0.8,-0.335
11,53,54880,0.441,-0.771,-0.8,-0.368
11,54,55340,0.404,-0.813,-0.9,-0.352
11,55,55540,0.417,-0.816,-0.9,-0.351
11,56,55800,0.422,-0.822,-0.9,-0.345
11,57,56080,0.471,-0.743,-0.8,-0.333
11,58,56340,0.407,-0.868,-0.8,-0.343
11,59,56480,0.416,-0.799,-0.9,-0.376
11,60,56480,0.426,-0.797,-0.8,-0.327
11,61,56740,0.417,-0.821,-0.8,-0.349
11,62,56940,0.43,-0.818,-0.8,-0.333
11,63,57680,0.482,-0.728,-0.8,-0.322
11,64,58140,0.443,-0.827,-0.8,-0.323
11,65,59280,0.479,-0.718,-0.8,-0.317
11,66,59540,0.422,-0.834,-0.8,-0.347
11,67,60340,0.45,-0.731,-0.9,-0.346
11,68,61000,0.416,-0.842,-0.9,-0.347
11,69,61080,0.446,-0.775,-0.8,-0.329
11,70,61680,0.45,-0.879,-0.8,-0.317
11,71,62080,0.429,-0.786,-0.8,-0.346
11,72,62280,0.399,-0.835,-0.8,-0.374
11,73,62340,0.429,-0.827,-0.8,-0.358
11,74,62480,0.42,-0.785,-0.8,-0.372
11,75,62480,0.426,-0.803,-0.8,-0.349
11,76,62680,0.436,-0.745,-0.9,-0.34
11,77,63340,0.434,-0.75,-0.8,-0.336
11,78,63540,0.406,-0.842,-0.8,-0.373
11,79,63880,0.399,-0.835,-0.8,-0.374
11,80,64340,0.488,-0.74,-0.8,-0.347
11,81,64540,0.426,-0.794,-0.8,-0.346
11,82,64880,0.452,-0.754,-0.8,-0.332
11,83,65280,0.462,-0.814,-0.8,-0.329
11,84,65340,0.509,-0.648,-0.8,-0.325
11,85,65680,0.426,-0.834,-0.8,-0.341
11,86,65740,0.406,-0.819,-0.8,-0.399
11,87,66540,0.454,-1.457,-0.8,-0.349
11,88,66680,0.429,-0.827,-0.8,-0.358
11,89,66840,0.419,-0.825,-0.8,-0.345
11,90,67400,0.396,-0.851,-0.9,-0.41
11,91,68400,0.429,-0.827,-0.8,-0.358
11,92,69940,0.435,-0.815,-0.8,-0.333
11,93,70300,0.485,-0.916,-0.824,-0.283
11,94,73740,0.426,-0.83,-0.8,-0.339
11,95,74740,0.496,-0.65,-0.9,-0.341
11,96,76000,0.427,-0.819,-0.8,-0.359
11,97,76540,0.445,-0.778,-0.8,-0.325
11,98,76640,0.41,-0.827,-0.9,-0.352
11,99,76800,0.423,-0.82,-0.8,-0.351
11,100,86140,0.442,-0.804,-0.8,-0.331
12,1,3800,0.481,-1.056,-0.8,-0.337
12,2,13200,0.441,-0.884,-0.9,-0.345
12,3,23600,0.45,-0.879,-0.8,-0.317
12,4,23600,0.417,-0.821,-0.8,-0.349
12,5,25000,0.396,-0.851,-0.9,-0.41
12,6,27600,0.454,-1.457,-0.8,-0.349
12,7,29800,0.509,-0.648,-0.8,-0.325
12,8,30000,0.488,-0.74,-0.8,-0.347
12,9,31800,0.422,-0.825,-0.8,-0.366
12,10,37800,0.399,-0.835,-0.8,-0.374
12,11,49740,0.453,-1.11,-0.8,-0.341
12,12,50340,0.419,-0.825,-0.8,-0.345
12,13,50800,0.47,-0.715,-0.8,-0.333
12,14,50880,0.452,-0.751,-0.9,-0.368
12,15,50940,0.424,-0.825,-0.8,-0.345
12,16,50940,0.436,-0.814,-0.8,-0.343
12,17,51080,0.432,-0.801,-0.8,-0.337
12,18,51280,0.435,-0.817,-0.8,-0.335
12,19,51340,0.406,-0.819,-0.8,-0.399
12,20,51680,0.403,-0.838,-0.9,-0.379
12,21,51740,0.416,-0.842,-0.9,-0.347
12,22,51880,0.407,-0.809,-0.8,-0.335
12,23,52140,0.435,-0.815,-0.8,-0.333
12,24,52280,0.421,-0.822,-0.8,-0.348
12,25,52400,0.408,-0.823,-0.9,-0.374
12,26,52480,0.422,-0.822,-0.9,-0.345
12,27,52480,0.429,-0.786,-0.8,-0.346
12,28,52540,0.446,-0.775,-0.8,-0.329
12,29,52680,0.459,-0.736,-0.8,-0.346
12,30,52680,0.426,-0.794,-0.8,-0.346
12,31,52880,0.444,-0.824,-0.8,-0.335
12,32,52880,0.423,-0.82,-0.8,-0.351
12,33,52940,0.427,-0.819,-0.8,-0.359
12,34,53080,0.486,-0.731,-0.8,-0.327
12,35,53080,0.474,-0.718,-0.8,-0.325
12,36,53140,0.426,-0.834,-0.8,-0.341
12,37,53140,0.479,-0.718,-0.8,-0.317
12,38,53540,0.485,-0.916,-0.824,-0.283
12,39,53540,0.429,-0.798,-0.8,-0.352
12,40,53680,0.437,-0.802,-0.8,-0.344
12,41,53740,0.424,-0.826,-0.8,-0.346
12,42,53740,0.429,-0.827,-0.8,-0.358
12,43,53880,0.427,-0.829,-0.8,-0.348
12,44,53940,0.481,-0.701,-0.8,-0.328
12,45,54280,0.457,-0.876,-0.8,-0.311
12,46,54340,0.461,-0.739,-0.9,-0.34
12,47,54340,0.427,-0.815,-0.8,-0.341
12,48,54540,0.422,-0.834,-0.8,-0.347
12,49,54680,0.426,-0.803,-0.8,-0.349
12,50,54740,0.417,-0.79,-0.8,-0.357
12,51,54940,0.471,-0.734,-0.8,-0.329
12,52,55080,0.425,-0.82,-0.8,-0.355
12,53,55140,0.441,-0.771,-0.8,-0.368
12,54,55200,0.426,-0.823,-0.8,-0.354
12,55,55540,0.407,-0.868,-0.8,-0.343
12,56,55540,0.443,-0.817,-0.8,-0.345
12,57,55740,0.44,-0.796,-0.8,-0.329
12,58,55940,0.434,-0.75,-0.8,-0.336
12,59,56140,0.426,-0.797,-0.8,-0.327
12,60,56480,0.428,-0.823,-0.8,-0.359
12,61,56740,0.429,-0.827,-0.8,-0.358
12,62,56740,0.496,-0.65,-0.9,-0.341
12,63,57280,0.443,-0.827,-0.8,-0.323
12,64,57480,0.445,-0.778,-0.8,-0.325
12,65,58080,0.406,-0.842,-0.8,-0.373
12,66,58800,0.399,-0.835,-0.8,-0.374
12,67,59280,0.426,-0.83,-0.8,-0.339
12,68,59740,0.42,-0.785,-0.8,-0.372
12,69,60280,0.426,-0.823,-0.8,-0.354
12,70,61140,0.417,-0.816,-0.9,-0.351
12,71,61440,0.404,-0.813,-0.9,-0.352
12,72,62480,0.482,-0.728,-0.8,-0.322
12,73,62480,0.497,-0.787,-0.8,-0.303
12,74,62480,0.41,-0.827,-0.9,-0.352
12,75,62540,0.428,-0.788,-0.8,-0.344
12,76,62880,0.461,-0.735,-0.8,-0.35
12,77,63080,0.416,-0.799,-0.9,-0.376
12,78,63140,0.45,-0.731,-0.9,-0.346
12,79,63540,0.42,-0.796,-0.8,-0.355
12,80,64000,0.44,-1.148,-0.8,-0.345
12,81,64280,0.471,-0.743,-0.8,-0.333
12,82,64300,0.437,-0.801,-0.8,-0.341
12,83,64740,0.442,-0.804,-0.8,-0.331
12,84,64880,0.417,-0.823,-0.8,-0.351
12,85,64940,0.436,-0.745,-0.9,-0.34
12,86,65140,0.429,-0.827,-0.8,-0.358
12,87,65140,0.418,-0.823,-0.9,-0.355
12,88,65280,0.452,-0.754,-0.8,-0.332
12,89,65540,0.413,-0.824,-0.9,-0.351
12,90,66300,0.433,-0.812,-0.8,-0.34
12,91,66480,0.437,-0.801,-0.8,-0.341
12,92,66480,0.43,-0.818,-0.8,-0.333
12,93,66880,0.435,-0.816,-0.8,-0.335
12,94,67940,0.439,-0.789,-0.8,-0.347
12,95,68680,0.424,-0.813,-0.8,-0.346
12,96,70400,0.462,-0.814,-0.8,-0.329
12,97,70440,0.449,-0.735,-0.8,-0.347
12,98,72140,0.422,-0.825,-0.8,-0.366
12,99,72540,0.436,-1.163,-0.8,-0.348
12,100,73140,0.427,-0.82,-0.8,-0.339
13,1,21400,0.437,-0.801,-0.8,-0.341
13,2,26400,0.442,-0.804,-0.8,-0.331
13,3,27400,0.425,-0.821,-0.8,-0.343
13,4,39800,0.423,-0.821,-0.8,-0.347
13,5,49140,0.497,-0.787,-0.8,-0.303
13,6,49480,0.448,-0.813,-0.8,-0.334
13,7,50340,0.452,-0.754,-0.8,-0.332
13,8,50680,0.436,-0.811,-0.8,-0.332
13,9,50740,0.457,-0.719,-0.8,-0.357
13,10,50880,0.471,-0.734,-0.8,-0.329
13,11,50880,0.416,-0.799,-0.9,-0.376
13,12,50940,0.427,-0.8,-0.8,-0.358
13,13,51280,0.438,-0.974,-0.8,-0.343
13,14,51680,0.422,-0.825,-0.8,-0.366
13,15,51740,0.449,-0.815,-0.8,-0.332
13,16,51740,0.426,-0.823,-0.8,-0.354
13,17,52080,0.45,-0.731,-0.9,-0.346
13,18,52140,0.442,-0.82,-0.8,-0.348
13,19,52340,0.43,-0.807,-0.8,-0.344
13,20,52340,0.399,-0.835,-0.8,-0.374
13,21,52340,0.429,-0.827,-0.8,-0.358
13,22,52340,0.426,-0.823,-0.8,-0.354
13,23,52540,0.439,-0.789,-0.8,-0.347
13,24,52680,0.445,-0.786,-0.8,-0.35
13,25,52740,0.452,-0.809,-0.8,-0.33
13,26,52740,0.433,-0.812,-0.8,-0.34
13,27,52880,0.42,-0.785,-0.8,-0.372
13,28,52940,0.439,-0.774,-0.9,-0.336
13,29,52940,0.42,-0.796,-0.8,-0.355
13,30,53000,0.435,-0.816,-0.8,-0.335
13,31,53140,0.435,-0.764,-0.8,-0.351
13,32,53280,0.45,-0.808,-0.8,-0.335
13,33,53280,0.423,-0.804,-0.8,-0.363
13,34,53280,0.417,-0.823,-0.8,-0.351
13,35,53340,0.427,-0.82,-0.8,-0.339
13,36,53340,0.439,-0.779,-0.8,-0.352
13,37,53480,0.436,-1.163,-0.8,-0.348
13,38,53540,0.421,-0.807,-0.8,-0.346
13,39,53540,0.496,-0.65,-0.9,-0.341
13,40,53680,0.482,-0.728,-0.8,-0.322
13,41,53880,0.471,-0.743,-0.8,-0.333
13,42,54080,0.425,-0.822,-0.8,-0.352
13,43,54080,0.432,-0.821,-0.8,-0.346
13,44,54140,0.425,-0.82,-0.8,-0.355
13,45,54280,0.439,-0.76,-0.8,-0.346
13,46,54280,0.426,-0.83,-0.8,-0.339
13,47,54480,0.441,-0.771,-0.8,-0.368
13,48,54480,0.41,-0.827,-0.9,-0.352
13,49,54800,0.426,-0.797,-0.8,-0.327
13,50,54940,0.429,-0.994,-0.8,-0.357
13,51,55080,0.449,-0.735,-0.8,-0.347
13,52,55200,0.437,-0.801,-0.8,-0.341
13,53,55400,0.443,-0.817,-0.8,-0.345
13,54,55540,0.443,-0.814,-0.8,-0.337
13,55,55940,0.407,-0.868,-0.8,-0.343
13,56,56480,0.413,-0.818,-0.8,-0.364
13,57,56540,0.42,-0.822,-0.8,-0.345
13,58,56680,0.404,-0.813,-0.9,-0.352
13,59,56940,0.444,-0.761,-0.8,-0.347
13,60,56940,0.434,-0.75,-0.8,-0.336
13,61,57140,0.436,-0.745,-0.9,-0.34
13,62,57340,0.434,-0.809,-0.8,-0.337
13,63,57940,0.439,-0.779,-0.8,-0.352
13,64,59200,0.431,-0.801,-0.8,-0.346
13,65,59400,0.439,-0.779,-0.8,-0.352
13,66,59740,0.429,-0.813,-0.8,-0.354
13,67,60400,0.424,-0.813,-0.8,-0.346
13,68,61440,0.431,-0.801,-0.8,-0.346
13,69,61940,0.44,-0.993,-0.8,-0.338
13,70,61940,0.43,-0.818,-0.8,-0.333
13,71,62080,0.461,-0.735,-0.8,-0.35
13,72,62200,0.406,-0.842,-0.8,-0.373
13,73,62400,0.43,-0.993,-0.8,-0.347
13,74,62480,0.462,-0.814,-0.8,-0.329
13,75,63400,0.429,-0.827,-0.8,-0.358
13,76,63880,0.435,-0.788,-0.8,-0.341
13,77,63880,0.44,-0.796,-0.8,-0.329
13,78,63940,0.445,-0.778,-0.8,-0.325
13,79,64140,0.444,-0.817,-0.8,-0.334
13,80,64940,0.438,-0.784,-0.8,-0.339
13,81,64940,0.436,-0.809,-0.8,-0.338
13,82,65140,0.433,-0.814,-0.8,-0.35
13,83,65480,0.428,-0.806,-0.8,-0.349
13,84,65540,0.436,-0.966,-0.8,-0.344
13,85,65540,0.443,-0.814,-0.8,-0.337
13,86,65740,0.413,-0.824,-0.9,-0.351
13,87,65880,0.454,-0.772,-0.8,-0.337
13,88,66540,0.437,-0.774,-0.8,-0.347
13,89,67080,0.418,-0.823,-0.9,-0.355
13,90,67880,0.417,-0.816,-0.9,-0.351
13,91,68140,0.441,-0.79,-0.8,-0.345
13,92,68540,0.44,-1.148,-0.8,-0.345
13,93,71540,0.441,-0.975,-0.8,-0.338
13,94,72680,0.436,-0.997,-0.8,-0.342
13,95,72940,0.429,-0.814,-0.8,-0.341
13,96,74080,0.443,-0.827,-0.8,-0.323
13,97,74280,0.428,-0.823,-0.8,-0.359
13,98,77540,0.479,-0.761,-0.8,-0.327
13,99,81940,0.445,-0.932,-0.8,-0.346
13,100,85340,0.428,-0.788,-0.8,-0.344
14,1,14000,0.429,-0.827,-0.8,-0.358
14,2,17200,0.444,-0.884,-0.8,-0.342
14,3,21400,0.447,-0.775,-0.8,-0.344
14,4,32800,0.437,-0.774,-0.8,-0.347
14,5,38000,0.443,-1.03,-0.8,-0.346
14,6,38800,0.441,-1.06,-0.8,-0.341
14,7,42400,0.427,-0.989,-0.8,-0.348
14,8,49880,0.445,-0.821,-0.8,-0.344
14,9,50080,0.439,-0.781,-0.8,-0.341
14,10,50480,0.44,-0.808,-0.8,-0.339
14,11,50880,0.418,-0.823,-0.9,-0.355
14,12,51200,0.459,-0.773,-0.8,-0.333
14,13,51280,0.43,-0.818,-0.8,-0.333
14,14,51480,0.441,-0.963,-0.8,-0.344
14,15,51480,0.422,-0.812,-0.8,-0.363
14,16,51600,0.436,-0.814,-0.8,-0.339
14,17,51880,0.438,-0.986,-0.8,-0.34
14,18,51940,0.441,-0.794,-0.8,-0.339
14,19,51940,0.441,-0.79,-0.8,-0.345
14,20,52000,0.433,-0.814,-0.8,-0.35
14,21,52280,0.461,-0.775,-0.8,-0.335
14,22,52340,0.479,-0.761,-0.8,-0.327
14,23,52540,0.461,-0.735,-0.8,-0.35
14,24,52540,0.445,-0.932,-0.8,-0.346
14,25,52880,0.449,-0.735,-0.8,-0.347
14,26,52880,0.442,-0.809,-0.8,-0.334
14,27,53000,0.431,-0.801,-0.8,-0.346
14,28,53080,0.437,-0.807,-0.8,-0.342
14,29,53080,0.43,-0.816,-0.9,-0.343
14,30,53140,0.443,-0.814,-0.8,-0.337
14,31,53140,0.406,-0.842,-0.8,-0.373
14,32,53540,0.441,-0.807,-0.8,-0.33
14,33,53540,0.428,-0.796,-0.8,-0.346
14,34,53680,0.443,-0.814,-0.8,-0.337
14,35,53680,0.447,-0.775,-0.8,-0.35
14,36,53680,0.437,-0.801,-0.8,-0.341
14,37,53740,0.45,-0.775,-0.8,-0.331
14,38,53880,0.413,-0.818,-0.8,-0.364
14,39,53940,0.444,-0.793,-0.8,-0.343
14,40,54000,0.431,-0.801,-0.8,-0.346
14,41,54000,0.435,-0.911,-0.8,-0.346
14,42,54140,0.447,-0.878,-0.8,-0.338
14,43,54280,0.423,-0.8,-0.8,-0.347
14,44,54340,0.454,-0.791,-0.8,-0.343
14,45,54680,0.429,-0.814,-0.8,-0.341
14,46,54740,0.417,-0.816,-0.9,-0.351
14,47,54740,0.434,-0.75,-0.8,-0.336
14,48,54740,0.441,-0.947,-0.8,-0.345
14,49,54880,0.428,-0.819,-0.8,-0.35
14,50,55000,0.431,-0.822,-0.8,-0.336
14,51,55140,0.428,-0.788,-0.8,-0.344
14,52,55480,0.407,-0.868,-0.8,-0.343
14,53,55680,0.431,-0.793,-0.8,-0.347
14,54,55740,0.432,-0.886,-0.8,-0.346
14,55,55940,0.454,-0.772,-0.8,-0.337
14,56,56140,0.428,-0.823,-0.8,-0.359
14,57,56280,0.449,-0.861,-0.8,-0.342
14,58,56480,0.444,-0.817,-0.8,-0.334
14,59,56940,0.436,-0.966,-0.8,-0.344
14,60,57140,0.443,-0.817,-0.8,-0.345
14,61,57280,0.439,-0.779,-0.8,-0.352
14,62,57480,0.426,-0.813,-0.9,-0.345
14,63,57540,0.42,-0.822,-0.8,-0.345
14,64,57540,0.434,-0.979,-0.8,-0.352
14,65,58200,0.435,-0.811,-0.8,-0.343
14,66,59540,0.462,-0.814,-0.8,-0.329
14,67,60140,0.413,-0.824,-0.9,-0.351
14,68,60340,0.433,-0.883,-0.8,-0.35
14,69,61680,0.436,-0.809,-0.8,-0.338
14,70,61940,0.439,-0.779,-0.8,-0.352
14,71,62140,0.443,-0.827,-0.8,-0.323
14,72,62200,0.404,-0.813,-0.9,-0.352
14,73,63140,0.441,-0.789,-0.8,-0.343
14,74,63540,0.424,-0.818,-0.8,-0.348
14,75,64440,0.441,-0.975,-0.8,-0.338
14,76,64740,0.436,-0.997,-0.8,-0.342
14,77,64880,0.436,-0.745,-0.9,-0.34
14,78,65480,0.44,-0.993,-0.8,-0.338
14,79,65540,0.44,-1.148,-0.8,-0.345
14,80,65680,0.434,-0.809,-0.8,-0.337
14,81,66040,0.444,-0.882,-0.8,-0.335
14,82,66680,0.427,-0.91,-0.8,-0.346
14,83,66740,0.442,-0.9,-0.8,-0.33
14,84,67340,0.435,-0.788,-0.8,-0.341
14,85,67540,0.442,-0.981,-0.8,-0.334
14,86,67740,0.438,-0.784,-0.8,-0.339
14,87,68080,0.461,-0.793,-0.8,-0.325
14,88,68880,0.444,-0.761,-0.8,-0.347
14,89,68940,0.442,-0.867,-0.8,-0.343
14,90,69940,0.445,-0.778,-0.8,-0.325
14,91,73080,0.435,-0.8,-0.8,-0.34
14,92,73280,0.428,-0.806,-0.8,-0.349
14,93,73480,0.432,-0.812,-0.8,-0.34
14,94,73940,0.424,-0.813,-0.8,-0.346
14,95,75140,0.429,-0.813,-0.8,-0.354
14,96,75480,0.412,-0.817,-0.9,-0.349
14,97,75500,0.44,-0.796,-0.8,-0.329
14,98,75740,0.43,-0.993,-0.8,-0.347
14,99,77680,0.438,-1.07,-0.8,-0.343
14,100,83740,0.412,-0.828,-0.9,-0.362
15,1,15600,0.427,-0.91,-0.8,-0.346
15,2,16400,0.437,-1.037,-0.8,-0.343
15,3,17200,0.439,-0.877,-0.8,-0.339
15,4,27400,0.444,-0.817,-0.8,-0.334
15,5,27800,0.431,-0.904,-0.8,-0.344
15,6,30800,0.436,-0.809,-0.8,-0.338
15,7,35800,0.426,-0.794,-0.8,-0.338
15,8,37000,0.436,-0.745,-0.9,-0.34
15,9,39400,0.435,-0.788,-0.8,-0.341
15,10,42200,0.42,-0.822,-0.8,-0.345
15,11,49740,0.444,-0.878,-0.8,-0.329
15,12,50200,0.412,-0.828,-0.9,-0.362
15,13,50480,0.442,-0.9,-0.8,-0.33
15,14,50740,0.439,-0.79,-0.8,-0.334
15,15,50740,0.437,-0.765,-0.8,-0.534
15,16,50940,0.426,-0.841,-0.9,-0.346
15,17,51080,0.441,-0.975,-0.8,-0.338
15,18,51140,0.429,-0.901,-0.8,-0.348
15,19,51140,0.404,-0.813,-0.9,-0.352
15,20,51140,0.439,-0.828,-0.8,-0.342
15,21,51280,0.445,-0.778,-0.8,-0.325
15,22,51340,0.444,-0.818,-0.8,-0.347
15,23,51400,0.443,-0.817,-0.8,-0.345
15,24,51740,0.422,-0.814,-0.9,-0.346
15,25,51880,0.44,-0.993,-0.8,-0.338
15,26,51880,0.433,-0.854,-0.8,-0.338
15,27,51940,0.432,-0.812,-0.8,-0.34
15,28,51940,0.427,-0.813,-0.8,-0.35
15,29,52480,0.439,-0.839,-0.8,-0.338
15,30,52540,0.427,-0.805,-0.9,-0.345
15,31,52540,0.43,-0.993,-0.8,-0.347
15,32,52600,0.443,-0.827,-0.8,-0.323
15,33,52680,0.424,-0.813,-0.8,-0.346
15,34,52940,0.412,-0.817,-0.9,-0.349
15,35,53000,0.428,-0.806,-0.8,-0.349
15,36,53080,0.448,-0.797,-0.8,-0.333
15,37,53140,0.434,-0.809,-0.8,-0.337
15,38,53400,0.436,-0.888,-0.8,-0.339
15,39,53540,0.423,-0.803,-0.9,-0.345
15,40,53680,0.437,-0.796,-0.8,-0.341
15,41,53680,0.412,-0.823,-0.9,-0.356
15,42,53800,0.434,-0.816,-0.9,-0.34
15,43,53880,0.423,-0.803,-0.9,-0.345
15,44,53880,0.439,-0.779,-0.8,-0.352
15,45,53940,0.432,-0.886,-0.8,-0.346
15,46,54140,0.442,-0.867,-0.8,-0.343
15,47,54280,0.462,-0.814,-0.8,-0.329
15,48,54280,0.431,-0.803,-0.8,-0.345
15,49,54340,0.454,-0.772,-0.8,-0.337
15,50,54480,0.412,-0.826,-0.9,-0.357
15,51,54540,0.442,-0.981,-0.8,-0.334
15,52,54540,0.441,-0.789,-0.8,-0.343
15,53,54680,0.441,-0.83,-0.8,-0.336
15,54,54740,0.407,-0.868,-0.8,-0.343
15,55,54940,0.444,-0.882,-0.8,-0.335
15,56,55080,0.426,-0.813,-0.9,-0.345
15,57,55600,0.423,-0.784,-0.9,-0.345
15,58,55600,0.438,-0.784,-0.8,-0.339
15,59,55680,0.444,-0.761,-0.8,-0.347
15,60,56540,0.433,-0.883,-0.8,-0.35
15,61,56600,0.439,-0.784,-0.8,-0.342
15,62,56740,0.44,-0.96,-0.8,-0.336
15,63,56740,0.422,-0.815,-0.9,-0.345
15,64,57800,0.421,-0.905,-0.8,-0.348
15,65,57800,0.435,-0.8,-0.8,-0.34
15,66,58200,0.428,-0.788,-0.8,-0.344
15,67,58200,0.428,-0.823,-0.8,-0.359
15,68,59080,0.425,-0.804,-0.9,-0.346
15,69,61080,0.44,-0.796,-0.8,-0.329
15,70,61680,0.425,-0.945,-0.8,-0.346
15,71,61680,0.426,-0.841,-0.9,-0.346
15,72,61940,0.424,-0.801,-0.9,-0.344
15,73,62080,0.424,-0.818,-0.8,-0.348
15,74,62340,0.435,-0.811,-0.8,-0.343
15,75,62540,0.419,-0.886,-0.9,-0.348
15,76,62540,0.429,-0.813,-0.8,-0.354
15,77,62680,0.413,-0.824,-0.9,-0.351
15,78,63000,0.434,-0.979,-0.8,-0.352
15,79,63140,0.434,-0.796,-0.8,-0.336
15,80,63280,0.418,-0.821,-0.9,-0.354
15,81,63340,0.44,-1.029,-0.8,-0.339
15,82,64340,0.443,-0.891,-0.8,-0.332
15,83,64680,0.438,-1.07,-0.8,-0.343
15,84,64940,0.451,-0.891,-0.8,-0.331
15,85,66000,0.435,-0.905,-0.8,-0.338
15,86,66480,0.427,-0.805,-0.9,-0.345
15,87,66680,0.436,-0.966,-0.8,-0.344
15,88,66680,0.439,-0.79,-0.8,-0.334
15,89,68540,0.449,-0.861,-0.8,-0.342
15,90,68600,0.431,-0.793,-0.8,-0.347
15,91,68800,0.432,-0.844,-0.8,-0.345
15,92,69540,0.432,-0.898,-0.8,-0.344
15,93,70540,0.433,-0.815,-0.8,-0.341
15,94,70880,0.436,-0.997,-0.8,-0.342
15,95,71340,0.436,-0.776,-0.9,-0.341
15,96,71540,0.439,-0.779,-0.8,-0.352
15,97,73480,0.425,-0.971,-0.9,-0.347
15,98,76280,0.461,-0.793,-0.8,-0.325
15,99,84340,0.432,-0.804,-0.8,-0.337
15,100,86940,0.44,-1.148,-0.8,-0.345
,,,,,,
population size = 100,,,,,,
children size = 50,,,,,,
selection rate = 0.1,,,,,,
mutation rate  = 0.03,,,,,,
move_limit = 300,,,,,,
